points,MIN_POINTS,MAX_POINTS,young,name,country,position,club,probability,points_raw,price,popularity,weekday,ID
2.142706317,20,9,False,MARCEL BYKOWSKI,POLSKA,POMOCNIK,KOTWICA KOŁOBRZEG,0.194791483,40,1,0.21,11,2291
6.233327468,-30,6,False,PIOTR WITASIK,POLSKA,OBROŃCA,KOTWICA KOŁOBRZEG,0.194791483,8,1.3,0,11,2290
0,0,2,False,ANDRZEJ TROJNARSKI,POLSKA,OBROŃCA,KOTWICA KOŁOBRZEG,0.194791483,2,0.5,0.1,11,2289
0,0,0,False,FILIP SONNTAG,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,0,0.5,0.04,11,2286
0,0,0,False,DANIEL WĘGRZYN,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,0,0.5,0.01,11,2285
3.272909277,0,6,False,KAMIL GÓRECKI,POLSKA,OBROŃCA,ARKA GDYNIA,0.654581855,11,0.5,0.08,11,2284
0,0,0,False,MIKOŁAJ MOLGA,POLSKA,BRAMKARZ,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,0.5,0.07,11,2283
0,0,0,False,TOMASZ WOJCIECHOWSKI,POLSKA,NAPASTNIK,CHROBRY GŁOGÓW,0.146258133,0,0.9,0,11,2282
0,0,0,False,ILIA POSTUPALSKYI,UKRAINA,POMOCNIK,STAL RZESZÓW,0.464052288,0,0.7,0,11,2278
2.195754717,0,3,False,MICHAŁ OSIPIAK,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,17,0.5,0.01,11,2277
5.677507869,0,3,False,MICHAŁ OSIPIAK,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,17,0.5,0.01,11,2277
0,0,0,False,DIEGO DEISADZE,GRUZJA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,1.3,0,11,2276
0,0,0,False,YŪTO TAIRA,JAPONIA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,0,1.5,0,11,2274
9.164145975,0,7,False,MARC NAVARRO,HISZPANIA,OBROŃCA,ARKA GDYNIA,0.654581855,21,1.6,0.03,11,2269
0,0,0,False,SEBASTIAN ROJEK,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,0,1.2,0,11,2268
5.735801064,0,5,False,KAITO IMAI,JAPONIA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,16,1.5,0,11,2263
3.449761924,0,5,False,KAITO IMAI,JAPONIA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,16,1.5,0,11,2263
1.857311321,0,2,False,KAROL DZIEDZIC,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,5,0.7,0,11,2262
8.667452830,0,5,False,ANTON CHICHKAN,BIAŁORUŚ,BRAMKARZ,WISŁA KRAKÓW,0.619103774,19,1.7,0.06,11,2261
0,0,0,False,JAKUB STĘPAK,POLSKA,BRAMKARZ,WISŁA KRAKÓW,0.619103774,0,0.5,0.01,11,2260
8.352941176,0,7,False,MICHAŁ SYNOŚ,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,25,1.1,0.17,11,2259
0.464052288,0,1,False,KACPER PLICHTA,POLSKA,NAPASTNIK,STAL RZESZÓW,0.464052288,2,0.5,0.04,11,2258
0,0,0,False,VITALIJ DIACHENKO,UKRAINA,BRAMKARZ,MIEDŹ LEGNICA,0.577159951,0,0.5,0.02,11,2257
0,0,0,False,ARSEN HROSU,UKRAINA,POMOCNIK,STAL RZESZÓW,0.464052288,0,1.5,0,11,2255
0,0,0,False,JAN LEOŃCZYK,POLSKA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,0,0.7,0,11,2252
0,0,0,False,KACPER JÓZEFIAK,POLSKA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,0,1.2,0,11,2251
-1.309163711,4,3,False,ALASSANE SIDIBÉ,WYBRZEŻE,POMOCNIK,ARKA GDYNIA,0.654581855,5,1.7,0,11,2249
2.195754717,0,6,False,EDVIN MURATOVIĆ,LUKSEMBURG,NAPASTNIK,ODRA OPOLE,0.156839623,20,1.8,0.01,11,2243
5.677507869,0,6,False,EDVIN MURATOVIĆ,LUKSEMBURG,NAPASTNIK,ODRA OPOLE,0.405536276,20,1.8,0.01,11,2243
0,0,0,False,KORNELIUSZ KRASUSKI,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.521436460,0,0.5,0.01,11,2241
0,0,0,False,KORNELIUSZ KRASUSKI,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.313614720,0,0.5,0.01,11,2241
3.866459030,0,3,False,OSKAR TOMCZYK,POLSKA,NAPASTNIK,WISŁA PŁOCK,0.297419925,16,0.9,0.02,11,2238
5.056138732,0,6,False,MARCUS HAGLIND-SANGRÉ,SZWECJA,OBROŃCA,WISŁA PŁOCK,0.297419925,23,2,0.05,11,2236
0,0,0,False,ANTONI GRZELCZAK,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,0,0.7,0,11,2232
3.795839270,0,4,False,XABIER AUZMENDI,HISZPANIA,POMOCNIK,POLONIA WARSZAWA,0.271131376,18,1.8,0,11,2231
19.369068306,0,14,False,DAMIAN WARCHOŁ,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,56,2.1,0.35,11,2223
0.803921569,0,3,False,TEO KURTARAN,WIELKA,POMOCNIK,GKS TYCHY,0.267973856,6,1.7,0,11,2221
1.607843137,10,4,False,JULIUS ERTLTHALER,AUSTRIA,POMOCNIK,GKS TYCHY,0.267973856,20,1.7,0,11,2219
0,0,0,False,JASSE TUOMINEN,FINLANDIA,NAPASTNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,1.9,0,11,2217
14.400800818,10,11,False,TORNIKE GAPRINDASZWILI,GRUZJA,POMOCNIK,ARKA GDYNIA,0.654581855,43,1.8,0.13,11,2215
0,0,0,False,MACIEJ MAĆKOWIAK,POLSKA,OBROŃCA,CHROBRY GŁOGÓW,0.146258133,0,0.7,0,11,2213
0,0,0,False,WOŁODYMYR WERESZCZAK,UKRAINA,OBROŃCA,ARKA GDYNIA,0.654581855,0,0.5,0.01,11,2210
0,0,0,False,ADRIAN JURKIEWICZ,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,0,0.5,0,11,2209
0,0,0,False,DOMINIK SARGA,POLSKA,NAPASTNIK,WISŁA KRAKÓW,0.619103774,0,0.5,0,11,2207
0,0,0,False,SZYMON SALAMON,POLSKA,NAPASTNIK,STAL RZESZÓW,0.464052288,0,1,0,11,2206
0,0,0,False,DAWID OLSZAK,POLSKA,BRAMKARZ,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0.02,11,2204
0,0,0,False,GRZEGORZ WAWRZYŃSKI,POLSKA,OBROŃCA,WISŁA PŁOCK,0.297419925,0,1.2,0,11,2202
0,0,0,False,HUBERT BRYSIAK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,0,0.5,0.09,11,2201
0,0,0,False,HUBERT BRYSIAK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,0,0.5,0.09,11,2201
2.676779329,0,9,False,IBAN SALVADOR,GWINEA,POMOCNIK,WISŁA PŁOCK,0.297419925,18,1.8,0,11,2197
9.745098039,0,6,False,MILAN ŠIMČÁK,SŁOWACJA,OBROŃCA,STAL RZESZÓW,0.464052288,27,1.6,0.01,11,2195
0,0,0,False,MICHAŁ STESZUK,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0,11,2190
25.058823529,-10,14,False,SÉBASTIEN THILL,LUKSEMBURG,POMOCNIK,STAL RZESZÓW,0.464052288,58,2.2,0.27,11,2189
0,0,0,False,IDRIS MOMOH,NIGERIA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,0,0.8,0,11,2188
16.288116272,0,7,False,LUKAS SPENDLHOFER,AUSTRIA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,42,1.8,0.1,11,2186
11.301957165,0,14,False,JORGE JIMÉNEZ,HISZPANIA,POMOCNIK,WISŁA PŁOCK,0.297419925,52,2,0.22,11,2185
4.171491683,9,4,False,BARTŁOMIEJ CIEPIELA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,21,1.7,0,11,2180
2.508917763,9,4,False,BARTŁOMIEJ CIEPIELA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,21,1.7,0,11,2180
0,0,0,False,SZYMON PANASIUK,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,0,0.7,0,11,2178
3.215686275,0,5,False,MARKO DIJAKOVIC,AUSTRIA,OBROŃCA,GKS TYCHY,0.267973856,17,1.8,0.01,11,2176
0,0,0,False,DIN SULA,BELGIA,NAPASTNIK,ODRA OPOLE,0.156839623,0,1.9,0,11,2175
0,0,0,False,DIN SULA,BELGIA,NAPASTNIK,ODRA OPOLE,0.405536276,0,1.9,0,11,2175
0,0,0,False,DENIS MATYŚKIEWICZ,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,0,0.5,0,11,2173
6.191037736,0,8,False,MARC CARBÓ,HISZPANIA,POMOCNIK,WISŁA KRAKÓW,0.619103774,18,1.7,0.02,11,2171
9.811719162,0,6,False,MARCEL MANSFELD,NIEMCY,NAPASTNIK,MIEDŹ LEGNICA,0.577159951,23,1.8,0.01,11,2164
0,0,0,False,MICHAŁ SIENICKI,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0.01,11,2161
6.191037736,0,2,False,PATRYK GOGÓŁ,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,12,1.6,0,11,2160
0,0,0,False,BARTOSZ BORKOWSKI,POLSKA,POMOCNIK,POGOŃ SIEDLCE,0.230195120,0,0.5,0.01,11,2157
0,0,0,False,KUBA WIŚNIEWSKI,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,0,0.5,0.01,11,2147
0,0,0,False,WIKTOR SAWICKI,POLSKA,NAPASTNIK,ARKA GDYNIA,0.654581855,0,0.5,0.01,11,2145
9.905660377,0,5,False,ÁNGEL BAENA,HISZPANIA,POMOCNIK,WISŁA KRAKÓW,0.619103774,21,1.8,0.03,11,2143
0,0,0,False,BARTOSZ ZYNEK,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,0.9,0,11,2141
0,0,0,False,PIOTR ZIELIŃSKI,POLSKA,BRAMKARZ,WISŁA PŁOCK,0.297419925,0,1.2,0,11,2140
0,0,0,False,SZYMON LEŚNIEWSKI,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,0.7,0,11,2139
0,0,0,False,JAKUB MIARKA,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,0.7,0,11,2138
0,0,0,False,KAROL TOKARCZYK,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,0,0.5,0,11,2136
0,0,6,False,PATRYK LETKIEWICZ,POLSKA,BRAMKARZ,WISŁA KRAKÓW,0.619103774,6,0.5,0.02,11,2135
6.191037736,0,6,False,MARIUSZ KUTWA,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,16,0.7,0.14,11,2134
2.784313725,20,6,False,KAROL ŁYSIAK,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,32,1.8,0.01,11,2133
0,0,0,False,KACPER LASKOWSKI,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,1.4,0,11,2131
0,0,0,False,JAKUB KOROLEWICZ,POLSKA,BRAMKARZ,CHROBRY GŁOGÓW,0.146258133,0,0.7,0,11,2128
6.431372549,-10,13,False,JAKUB BUDNICKI,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,27,1.9,0.01,11,2127
7.424836601,10,10,False,PATRYK WARCZAK,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,36,1.8,0.08,11,2124
1.238207547,0,8,False,JESUS ALFARO,HISZPANIA,POMOCNIK,WISŁA KRAKÓW,0.619103774,10,1.8,0,11,2120
9.745098039,0,8,False,CÉSAR PEÑA,KOLUMBIA,OBROŃCA,STAL RZESZÓW,0.464052288,29,1.6,0.03,11,2115
3.607311321,-9,9,False,JIŘÍ PIROCH,CZECHY,OBROŃCA,ODRA OPOLE,0.156839623,23,1.8,0.03,11,2109
9.327334356,-9,9,False,JIŘÍ PIROCH,CZECHY,OBROŃCA,ODRA OPOLE,0.405536276,23,1.8,0.03,11,2109
0,0,0,False,JÓZEF BURTA,POLSKA,BRAMKARZ,ODRA OPOLE,0.156839623,0,1.4,0,11,2108
0,0,0,False,JÓZEF BURTA,POLSKA,BRAMKARZ,ODRA OPOLE,0.405536276,0,1.4,0,11,2108
6.917524395,0,3,False,FRYDERYK JANASZEK,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,18,1,0.01,11,2106
2.947712418,0,3,False,WIKTOR NIEWIAROWSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,14,1.6,0,11,2105
6.049871758,20,8,False,MORGAN FASSBENDER,NIEMCY,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,41,1.8,0.02,11,2098
0,0,0,False,ERWIN BAHONKO,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,0.5,0,11,2096
6.115698602,0,9,False,MATEUSZ SZWOCH,POLSKA,POMOCNIK,RUCH CHORZÓW,0.555972600,20,1.8,0.01,11,2094
0,0,0,False,GLEB KUCZKO,BIAŁORUŚ,POMOCNIK,WISŁA PŁOCK,0.297419925,0,1.6,0,11,2091
4.163878956,0,4,False,JAKUB SZYMAŃSKI,POLSKA,OBROŃCA,WISŁA PŁOCK,0.297419925,18,1.8,0.01,11,2087
0,0,0,False,KAMIL ZAPYTOWSKI,POLSKA,BRAMKARZ,WISŁA PŁOCK,0.297419925,0,0.5,0.04,11,2084
0,0,6,False,BARTŁOMIEJ GRADECKI,POLSKA,BRAMKARZ,WISŁA PŁOCK,0.297419925,6,1.8,0,11,2082
16.160478620,0,12,False,WIKTOR BOGACZ,POLSKA,NAPASTNIK,MIEDŹ LEGNICA,0.577159951,40,1.8,0.2,11,2080
11.543199015,0,8,False,KAMIL DRYGAS,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,28,2.1,0.04,11,2078
10.966039064,0,6,False,MICHAEL KOSTKA,POLSKA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,25,1.8,0.01,11,2077
0,0,0,False,FILIP CHADAŁA,POLSKA,BRAMKARZ,MIEDŹ LEGNICA,0.577159951,0,0.5,0.02,11,2075
7.049415788,-10,9,False,İLKAY DURMUŞ,NIEMCY,POMOCNIK,POLONIA WARSZAWA,0.271131376,25,1.9,0.03,11,2070
0,0,0,False,SZYMON JANNASZ,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,0,0.5,0.02,11,2060
0,0,0,False,SZYMON JANNASZ,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,0,0.5,0.02,11,2060
0,0,0,False,FILIP SKŁADOWSKI,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.521436460,0,0.5,0.01,11,2059
0,0,0,False,FILIP SKŁADOWSKI,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.313614720,0,0.5,0.01,11,2059
6.686940249,-10,4,False,JURIJ TKACZUK,UKRAINA,POMOCNIK,WARTA POZNAŃ,0.267477610,19,1.5,0.01,11,2058
3.449761924,0,4,False,KRYSTIAN TABARA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,15,1.7,0,11,2057
5.735801064,0,4,False,KRYSTIAN TABARA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,15,1.7,0,11,2057
2.508917763,0,2,False,TYMON PROCZEK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,10,1.6,0,11,2056
4.171491683,0,2,False,TYMON PROCZEK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,10,1.6,0,11,2056
2.379359403,10,7,False,KRYSTIAN POMORSKI,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,25,1.8,0.01,11,2055
0.627229441,0,2,False,KACPER FLISIUK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,4,0.8,0,11,2053
1.042872921,0,2,False,KACPER FLISIUK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,4,0.8,0,11,2053
-1.042872921,0,8,False,FILIP KENDZIA,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,6,1.4,0,11,2050
-0.627229441,0,8,False,FILIP KENDZIA,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,6,1.4,0,11,2050
0,0,1,False,DMYTRO JUCHYMOWYCZ,UKRAINA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,1,1.7,0,11,2049
0,0,1,False,DMYTRO JUCHYMOWYCZ,UKRAINA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,1,1.7,0,11,2049
0,0,0,False,MAKSYMILIAN BREJNAK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,0,0.5,0.05,11,2048
0,0,0,False,MAKSYMILIAN BREJNAK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,0,0.5,0.05,11,2048
10.428729208,0,8,False,PIOTR MISZTAL,POLSKA,BRAMKARZ,ZNICZ PRUSZKÓW,0.521436460,28,1.6,0.08,11,2046
6.272294407,0,8,False,PIOTR MISZTAL,POLSKA,BRAMKARZ,ZNICZ PRUSZKÓW,0.313614720,28,1.6,0.08,11,2046
3.795839270,0,10,False,OLIWIER WOJCIECHOWSKI,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,24,1,0.01,11,2044
0,0,1,False,MYKYTA WASIN,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,1,1.3,0,11,2043
0,0,0,False,ADAM SMULSKI,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,0,0.5,0.02,11,2042
3.524707894,0,3,False,KRZYSZTOF KOTON,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,16,1.8,0,11,2041
0,0,0,False,ERYK MIKOŁAJEWSKI,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,0,0.9,0.01,11,2039
0,0,0,False,MICHAŁ LITWA,POLSKA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,0,1.2,0,11,2036
1.660504833,0,4,False,KAMIL WOJTKOWSKI,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,12,1.3,0.01,11,2033
0,0,0,False,ADAM WÓJCIK,POLSKA,BRAMKARZ,ODRA OPOLE,0.156839623,0,0.5,0.05,11,2021
0,0,0,False,ADAM WÓJCIK,POLSKA,BRAMKARZ,ODRA OPOLE,0.405536276,0,0.5,0.05,11,2021
0,0,0,False,JAKUB LOREK,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,0,0.5,0,11,2019
0,0,0,False,MARCEL POTOCZNY,POLSKA,BRAMKARZ,RUCH CHORZÓW,0.555972600,0,0.9,0,11,2018
0.465374751,0,8,False,DANIEL CIEŚLA,POLSKA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,9,0.5,0.02,11,2017
3.209731319,0,6,False,KACPER PRZYBYŁKO,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,18,1.2,0.01,11,2013
3.927491132,0,2,False,WOJCIECH ZIELIŃSKI,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,8,0.5,0.01,11,2010
11.068039032,0,7,False,JAKUB BEDNARCZYK,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,31,1.8,0.01,11,2009
4.176470588,20,13,False,SZYMON ŁYCZKO,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,42,1.8,0.03,11,2008
3.095518868,0,10,False,JAMES IGBEKEME,NIGERIA,POMOCNIK,WISŁA KRAKÓW,0.619103774,15,1.8,0,11,2001
1.396124252,0,12,False,WOJCIECH JAKUBIK,POLSKA,NAPASTNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,15,1.6,0.01,11,2000
2.778904533,0,8,False,SZYMON BARTLEWICZ,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,27,1.8,0.03,11,1999
0.146258133,0,6,False,NATAN MALCZUK,POLSKA,OBROŃCA,CHROBRY GŁOGÓW,0.146258133,7,1.6,0,11,1998
0,0,0,False,MIKOŁAJ OLEKSY,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,0,0.5,0.01,11,1997
0,0,4,False,SZYMON KRAWCZYK,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,4,0.8,0,11,1996
3.712418301,10,4,False,SZYMON KĄDZIOŁKA,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,22,1.6,0,11,1993
38.092556748,-20,12,False,FLORIAN HARTHERZ,NIEMCY,OBROŃCA,MIEDŹ LEGNICA,0.577159951,58,2,0.46,11,1992
14.891992021,0,15,False,ANDRZEJ TRUBEHA,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,47,1.8,0.2,11,1986
0,0,0,False,ADRIAN TWORZYDŁO,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,0,0.7,0,11,1983
0,0,1,False,SZYMON SZKLIŃSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,1,0.5,0,11,1980
0,0,1,False,SZYMON SZKLIŃSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,1,0.5,0,11,1980
16.795478141,0,15,False,MICHAŁ MOKRZYCKI,POLSKA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,54,1.9,0.07,11,1978
1.901355733,0,6,False,MATEUSZ OZIMEK,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,19,1.7,0,11,1976
0.928104575,0,3,False,MARCIN KACZOR,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,5,0.5,0,11,1967
0,0,0,False,OŁEKSANDR AZAĆKYJ,UKRAINA,OBROŃCA,ARKA GDYNIA,0.654581855,0,1.8,0,11,1948
0.464052288,0,2,False,KACPER PAŚKO,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,3,0.7,0,11,1939
0,0,0,False,JAKUB RACINIEWSKI,POLSKA,BRAMKARZ,STAL RZESZÓW,0.464052288,0,1,0.01,11,1937
4.306532857,0,6,False,ARTEMIJUS TUTYŠKINAS,LITWA,OBROŃCA,ŁKS ŁÓDŹ,0.430653286,16,1.8,0,11,1932
5.996583466,-40,2,False,SZYMON LEWKOT,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,3,1.6,0,11,1931
0,0,0,False,JAKUB CIEŚLICKI,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,0,0.5,0,11,1929
2.982445141,-10,5,False,SOULEYMANE CISSE,SENEGAL,OBROŃCA,POLONIA WARSZAWA,0.271131376,6,1.8,0.01,11,1924
23.525943396,0,12,False,ÁNGEL RODADO,HISZPANIA,NAPASTNIK,WISŁA KRAKÓW,0.619103774,50,3.3,0.5,11,1922
0,0,0,False,MARCIN BARTOŃ,POLSKA,NAPASTNIK,WISŁA KRAKÓW,0.619103774,0,0.5,0.01,11,1921
0,0,0,False,MIKOŁAJ KILISZEK,POLSKA,BRAMKARZ,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0.02,11,1920
0,0,0,False,BARTOSZ TALAR,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,0,1,0,11,1919
0,0,0,False,KACPER SKROBAŃSKI,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,0,1.4,0,11,1915
0,0,0,False,DAMIAN ZBOZIEŃ,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,0,1.8,0.01,11,1914
1.755097600,-10,3,False,ALBERT ZARÓWNY,POLSKA,OBROŃCA,CHROBRY GŁOGÓW,0.146258133,5,1.7,0.01,11,1903
7.888888889,0,5,False,BENEDYKT PIOTROWSKI,POLSKA,POMOCNIK,STAL RZESZÓW,0.464052288,22,0.6,0.04,11,1902
3.524707894,0,7,False,MARCEL PREDENKIEWICZ,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,20,1.4,0,11,1901
0,0,0,False,KAMIL BRODA,POLSKA,BRAMKARZ,WISŁA KRAKÓW,0.619103774,0,1.3,0.01,11,1900
3.335835601,0,6,False,BARTŁOMIEJ BARAŃSKI,POLSKA,NAPASTNIK,RUCH CHORZÓW,0.555972600,12,0.8,0.01,11,1898
0,0,0,False,MICHAŁ PLOCH,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,0,0.7,0,11,1893
0,0,0,False,EGZON KRYEZIU,SŁOWENIA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,0,2,0.01,11,1891
0,0,0,False,DAWID OLEJARKA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,0,1.5,0,11,1885
0,0,0,False,DAWID OLEJARKA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,0,1.5,0,11,1885
0.930749501,0,2,False,BARTOSZ FARBISZEWSKI,POLSKA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,4,0.6,0.01,11,1883
0,0,0,False,ERIC TOPÓR,POLSKA,BRAMKARZ,POGOŃ SIEDLCE,0.230195120,0,1.3,0.01,11,1882
0,0,0,False,KACPER DUDA,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,0,1.8,0,11,1881
0,0,0,False,WIKTOR SZYWACZ,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,0,1.2,0,11,1880
0,0,0,False,FRANCISZEK POLOWIEC,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,0,1.4,0,11,1870
0,0,0,False,MATEUSZ GOLBA,POLSKA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0,11,1867
1.901355733,0,5,False,DAWID HANC,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,18,1.7,0,11,1866
3.272909277,0,2,False,JAKUB STANISZEWSKI,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,7,0.8,0.01,11,1862
31.134465609,-30,6,False,MACIEJ SADLOK,POLSKA,OBROŃCA,RUCH CHORZÓW,0.555972600,32,1.8,0.06,11,1859
1.042872921,18,4,False,PATRYK PLEWKA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,24,1.5,0.01,11,1853
0.627229441,18,4,False,PATRYK PLEWKA,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,24,1.5,0.01,11,1853
0,0,0,False,ENIS FAZLAGIĆ,MACEDONIA,POMOCNIK,WISŁA KRAKÓW,0.619103774,0,1.7,0,11,1849
0,0,0,False,DAWID SZOT,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,0,1.7,0,11,1844
20.430424528,-22,6,False,ALAN URYGA,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,17,1.7,0.05,11,1842
0,0,5,False,JOSEPH COLLEY,SZWECJA,OBROŃCA,WISŁA KRAKÓW,0.619103774,5,1.7,0.01,11,1841
0,0,0,False,GERARD BIESZCZAD,POLSKA,BRAMKARZ,STAL RZESZÓW,0.464052288,0,1.5,0,11,1832
0,0,0,False,MICHAŁ SZAŁACHOWSKI,POLSKA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,0,0.5,0.01,11,1818
