points,MIN_POINTS,MAX_POINTS,young,name,country,position,club,probability,points_raw,price,popularity,weekday,ID
0,0,0,False,TOMASZ WOŹNIAK,POLSKA,BRAMKARZ,GÓRNIK ŁĘCZNA,0.461168293,0,1,0,11,1808
0,0,0,False,PATRYK PIERZAK,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,0,1.3,0,11,1806
-0.534955220,0,2,False,IWAJŁO MARKOW,BUŁGARIA,OBROŃCA,WARTA POZNAŃ,0.267477610,0,1.7,0,11,1796
13.383896643,-40,3,False,DAVID NIEPSUJ,POLSKA,OBROŃCA,WISŁA PŁOCK,0.297419925,8,1.7,0.01,11,1790
0.784198113,0,2,False,WOJCIECH BŁYSZKO,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,7,1.7,0,11,1788
2.027681382,0,2,False,WOJCIECH BŁYSZKO,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,7,1.7,0,11,1788
5.119122257,10,4,False,TARAS ZAWIJŚKYJ,UKRAINA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,25,1.7,0,11,1785
5.119122257,20,8,False,ANDRIJ DOMBROWŚKYJ,UKRAINA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,39,1.7,0,11,1784
3.483660131,0,5,False,MARCEL BŁACHEWICZ,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,18,1.8,0.01,11,1781
3.524707894,0,6,False,PRZEMYSŁAW SZUR,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,19,1.8,0,11,1774
6.954417859,-10,11,False,KACPER MICHALSKI,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,27,1.8,0,11,1773
0,0,0,False,JANUSZ GOL,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,0,1.8,0,11,1771
8.048349057,-11,6,False,IGOR ŁASICKI,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,8,1.7,0,11,1766
0,0,0,False,MAKSYMILIAN PASZKOWSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,0,0.5,0,11,1759
0,0,0,False,MAKSYMILIAN PASZKOWSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,0,0.5,0,11,1759
1.963745566,0,2,False,KASJAN LIPKOWSKI,POLSKA,OBROŃCA,ARKA GDYNIA,0.654581855,5,1.6,0,11,1741
0.555972600,0,2,False,FILIP BOROWSKI,POLSKA,OBROŃCA,RUCH CHORZÓW,0.555972600,3,1.4,0,11,1734
8.947335423,-20,12,False,ŁUKASZ ZJAWIŃSKI,POLSKA,NAPASTNIK,POLONIA WARSZAWA,0.271131376,25,1.8,0.02,11,1724
0,0,0,False,STANISŁAW CZARNOGŁOWSKI,POLSKA,BRAMKARZ,GKS TYCHY,0.267973856,0,0.5,0.02,11,1707
9.385856287,0,6,False,WŁADYSŁAW OCHRONCZUK,UKRAINA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,24,1.8,0.01,11,1702
5.645064967,0,6,False,WŁADYSŁAW OCHRONCZUK,UKRAINA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,24,1.8,0.01,11,1702
0,0,0,False,KRZYSZTOF MACHOWSKI,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,0,1.7,0,11,1688
9.629193958,-30,8,False,TOMASZ WOJCINOWICZ,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,14,1.8,0,11,1674
10.966039064,0,10,False,VICTOR MOYA MARTINEZ,HISZPANIA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,29,2.1,0.03,11,1670
0,3,4,False,SHUN SHIBATA,JAPONIA,POMOCNIK,WARTA POZNAŃ,0.267477610,7,1.6,0,11,1668
2.767009758,0,2,False,HUBERT TURSKI,POLSKA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,8,1.5,0,11,1666
0,0,0,False,DORIAN ORLIŃSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,0,0.5,0,11,1651
0.877548800,0,16,False,MATEUSZ LEWANDOWSKI,POLSKA,NAPASTNIK,CHROBRY GŁOGÓW,0.146258133,22,1.7,0.01,11,1650
0,0,0,False,MIŁOSZ JANDZIAK,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,0,0.5,0,11,1649
15.357366771,0,19,False,KACPER KARASEK,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,52,2,0.16,11,1626
0,0,1,False,ALEKSANDER PAWLAK,POLSKA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,1,1.5,0,11,1618
10.209150327,10,7,False,KRZYSZTOF BĄKOWSKI,POLSKA,BRAMKARZ,STAL RZESZÓW,0.464052288,39,1.7,0.07,11,1616
4.866435316,0,11,False,DAWID WOLNY,POLSKA,NAPASTNIK,ODRA OPOLE,0.405536276,23,1.5,0.01,11,1615
1.882075472,0,11,False,DAWID WOLNY,POLSKA,NAPASTNIK,ODRA OPOLE,0.156839623,23,1.5,0.01,11,1615
1.868067937,0,4,False,SEBASTIAN STRÓZIK,POLSKA,NAPASTNIK,STAL STALOWA WOLA,0.207563104,13,1.6,0.01,11,1613
0.461168293,0,8,False,BRANISLAV PINDROCH,SŁOWACJA,BRAMKARZ,GÓRNIK ŁĘCZNA,0.461168293,9,1.7,0.02,11,1611
4.834097527,-10,7,False,TITAS MILAŠIUS,LITWA,POMOCNIK,POGOŃ SIEDLCE,0.230195120,18,1.6,0.01,11,1605
0,0,1,False,MACIEJ KOWALSKI-HABEREK,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,1,1.6,0,11,1602
0,0,0,False,MATEUSZ MAĆKOWIAK,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,0,1.6,0,11,1597
0.267973856,0,2,False,NATAN DZIĘGIELEWSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,3,1,0,11,1579
0,0,0,False,BARTOSZ ZARĘBSKI,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,0,0.5,0.02,11,1578
5.559726002,0,7,False,JAKUB SZYMAŃSKI,POLSKA,BRAMKARZ,RUCH CHORZÓW,0.555972600,17,1.8,0.04,11,1537
1.608839466,0,5,False,PATRYK SZWEDZIK,POLSKA,NAPASTNIK,CHROBRY GŁOGÓW,0.146258133,16,1.7,0,11,1533
3.116663734,0,4,False,FILIP KOZŁOWSKI,POLSKA,NAPASTNIK,KOTWICA KOŁOBRZEG,0.194791483,20,1.5,0,11,1532
0,0,0,False,DOMINIK KOŚCIELNIAK,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,0,1.4,0,11,1531
8.301029274,0,7,False,MATEUSZ BRODA,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,25,1.5,0.13,11,1527
3.445226285,0,11,False,ALEKSANDER BOBEK,POLSKA,BRAMKARZ,ŁKS ŁÓDŹ,0.430653286,19,2,0.03,11,1522
1.071895425,10,4,False,MARCIN SZPAKOWSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,18,1.7,0,11,1498
9.307495013,20,11,False,MACIEJ AMBROSIEWICZ,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,51,1.9,0.14,11,1490
0.146258133,0,1,False,ADRIAN SZCZUTOWSKI,POLSKA,NAPASTNIK,CHROBRY GŁOGÓW,0.146258133,2,1.6,0,11,1487
5.534019516,0,3,False,FILIP SZABACIUK,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,15,1.4,0,11,1486
0.584374450,20,4,False,FILIPE OLIVEIRA,PORTUGALIA,POMOCNIK,KOTWICA KOŁOBRZEG,0.194791483,27,1.7,0.01,11,1466
13.091637107,0,7,False,KACPER SKÓRA,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,27,1.9,0.05,11,1452
0,0,0,False,JAKUB WITEK,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,1,0,11,1425
11.627638713,0,11,False,KAMIL DANKOWSKI,POLSKA,OBROŃCA,ŁKS ŁÓDŹ,0.430653286,38,1.9,0.12,11,1423
0.877548800,0,3,False,PAWEŁ TUPAJ,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,9,1.5,0,11,1403
0,0,6,False,KAROL PODLIŃSKI,POLSKA,NAPASTNIK,POGOŃ SIEDLCE,0.230195120,6,1.7,0,11,1400
0,0,0,False,OLAF NOWAK,POLSKA,NAPASTNIK,KOTWICA KOŁOBRZEG,0.194791483,0,1.4,0.01,11,1396
0,0,0,False,NIKOLAS KORZENIECKI,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,0,1.4,0,11,1393
14.428998768,0,7,False,MATEUSZ GRUDZIŃSKI,POLSKA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,32,1.8,0.01,11,1391
1.316323200,0,10,False,KRZYSZTOF WRÓBLEWSKI,POLSKA,BRAMKARZ,CHROBRY GŁOGÓW,0.146258133,19,1.7,0,11,1367
0.405536276,0,2,False,DAWID CZAPLIŃSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,3,1.7,0,11,1365
0.156839623,0,2,False,DAWID CZAPLIŃSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,3,1.7,0,11,1365
1.604865660,0,7,False,WIKTOR PLEŚNIEROWICZ,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,13,1.8,0.01,11,1358
7.489373078,-10,8,False,JĘDRZEJ GROBELNY,POLSKA,BRAMKARZ,WARTA POZNAŃ,0.267477610,26,1.8,0.03,11,1357
17.985563427,0,12,False,PRZEMYSŁAW BANASZAK,POLSKA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,51,2,0.3,11,1356
4.019607843,0,6,False,NEMANJA NEDIĆ,CZARNOGÓRA,OBROŃCA,GKS TYCHY,0.267973856,21,1.8,0.04,11,1352
2.153266428,0,2,False,KELECHUKWU IBE-TORTI,NIGERIA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,7,1.8,0,11,1335
0,0,0,False,MARCEL WSZOŁEK,POLSKA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,0,1.5,0,11,1331
3.014573000,0,2,False,JOSÉ ANTONIO PIRULO,HISZPANIA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,9,2.3,0.05,11,1325
3.943698977,-10,2,False,ŁUKASZ SOSZYŃSKI,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,11,1.4,0,11,1311
0,0,2,False,MATEUSZ MŁYŃSKI,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,2,2,0.01,11,1309
8.762197567,0,8,False,ADAM DEJA,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,27,1.8,0.01,11,1304
16.160478620,0,14,False,KAMIL ANTONIK,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,42,1.8,0.04,11,1303
20.292037517,10,10,False,MICHAŁ MARCJANIK,POLSKA,OBROŃCA,ARKA GDYNIA,0.654581855,51,2.2,0.3,11,1300
9.811719162,-10,7,False,BARTOSZ KWIECIEŃ,POLSKA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,14,1.8,0.02,11,1298
0,0,0,False,KACPER KRZEPISZ,POLSKA,BRAMKARZ,KOTWICA KOŁOBRZEG,0.194791483,0,1.5,0,11,1295
2.142706317,10,10,False,ZVONIMIR PETROVIĆ,BOŚNIA,POMOCNIK,KOTWICA KOŁOBRZEG,0.194791483,31,1.7,0.01,11,1289
12.120358965,0,14,False,IWO KACZMARSKI,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,35,1.7,0.05,11,1286
1.037815520,10,6,False,JAKUB GÓRSKI,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,21,1.6,0.01,11,1285
8.509564120,20,10,False,KAROL CZUBAK,POLSKA,NAPASTNIK,ARKA GDYNIA,0.654581855,43,3.1,0.22,11,1273
3.656453333,-10,7,False,PATRYK MUCHA,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,22,1.7,0,11,1270
11.882280486,-40,9,False,ŁUKASZ KOSAKIEWICZ,POLSKA,OBROŃCA,KOTWICA KOŁOBRZEG,0.194791483,30,1.8,0.05,11,1264
-0.622689312,0,5,False,BARTŁOMIEJ KUKUŁOWICZ,POLSKA,OBROŃCA,STAL STALOWA WOLA,0.207563104,2,1.7,0,11,1230
6.917524395,0,5,False,ADRIAN KOSTRZEWSKI,POLSKA,BRAMKARZ,GÓRNIK ŁĘCZNA,0.461168293,20,1.6,0.02,11,1229
0,0,0,False,MARCEL SLUGA,POLSKA,NAPASTNIK,ODRA OPOLE,0.156839623,0,1,0.01,11,1226
0,0,0,False,MARCEL SLUGA,POLSKA,NAPASTNIK,ODRA OPOLE,0.405536276,0,1,0.01,11,1226
0,0,0,False,MARCIN GARUCH,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,0,1.6,0,11,1209
1.452941728,0,4,False,MICHAŁ MYDLARZ,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,11,1.3,0,11,1205
19.046278374,0,13,False,JAKUB WRĄBEL,POLSKA,BRAMKARZ,MIEDŹ LEGNICA,0.577159951,46,1.9,0.09,11,1198
2.490757249,0,6,False,JAKUB BANACH,POLSKA,OBROŃCA,STAL STALOWA WOLA,0.207563104,18,1.3,0.01,11,1189
10.007506803,10,6,False,DANIEL SZCZEPAN,POLSKA,NAPASTNIK,RUCH CHORZÓW,0.555972600,34,2.5,0.16,11,1149
0,0,0,False,BRUNO WACŁAWEK,POLSKA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,1.6,0,11,1144
3.228178051,0,5,False,MARCIN GRABOWSKI,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,12,1.7,0,11,1142
4.066970647,0,9,False,ERNEST TERPIŁOWSKI,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,24,1.9,0.02,11,1132
0.861306571,0,2,False,MAKSYMILIAN SITEK,POLSKA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,4,1.7,0,11,1090
1.069910440,0,4,False,ŁUKASZ NORKOWSKI,POLSKA,POMOCNIK,WARTA POZNAŃ,0.267477610,8,1.5,0,11,1081
1.363540384,0,2,False,ALEKSANDER BIEGAŃSKI,POLSKA,POMOCNIK,KOTWICA KOŁOBRZEG,0.194791483,9,1.3,0,11,1072
2.379359403,10,4,False,DAWID KOCYŁA,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,22,1.8,0.01,11,1045
0,0,3,False,MICHAŁ KOŁODZIEJSKI,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,3,1.7,0,11,1038
13.746218963,-10,7,False,PAWEŁ LENARCIK,POLSKA,BRAMKARZ,ARKA GDYNIA,0.654581855,18,1.8,0.04,11,1033
0,0,0,False,KACPER KOŁOTYŁO,POLSKA,BRAMKARZ,GKS TYCHY,0.267973856,0,0.9,0,11,1031
5.895424837,0,5,False,JAKUB TECŁAW,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,27,1.8,0.01,11,1025
4.603902406,-10,3,False,JAKUB SINIOR,POLSKA,OBROŃCA,POGOŃ SIEDLCE,0.230195120,13,1.3,0,11,1017
0,0,0,False,MATEUSZ GÓRSKI,POLSKA,BRAMKARZ,GKS TYCHY,0.267973856,0,1.7,0.01,11,1011
2.674776099,10,5,False,RAFAŁ ADAMSKI,POLSKA,NAPASTNIK,WARTA POZNAŃ,0.267477610,25,1.3,0.04,11,1007
-0.542262753,0,2,False,JAKUB LEMANOWICZ,POLSKA,BRAMKARZ,POLONIA WARSZAWA,0.271131376,0,1.6,0,11,992
3.649826487,0,4,False,ARTUR PIKK,ESTONIA,OBROŃCA,ODRA OPOLE,0.405536276,13,1.5,0.01,11,977
1.411556604,0,4,False,ARTUR PIKK,ESTONIA,OBROŃCA,ODRA OPOLE,0.156839623,13,1.5,0.01,11,977
2.885799754,0,12,False,NEMANJA MIJUŚKOVIĆ,CZARNOGÓRA,OBROŃCA,MIEDŹ LEGNICA,0.577159951,17,2.1,0.09,11,975
5.017835526,0,6,False,DOMINIK SOKÓŁ,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,22,1.7,0.01,11,966
8.342983366,0,6,False,DOMINIK SOKÓŁ,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,22,1.7,0.01,11,966
0.930749501,0,7,False,JAKUB NOWAKOWSKI,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,9,1.5,0,11,964
0,0,0,False,MATEUSZ MICHALSKI,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,0,1.8,0,11,963
0.542262753,0,2,False,MARCIN KLUSKA,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,4,1.5,0,11,962
5.964890282,0,7,False,MICHAŁ GRUDNIEWSKI,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,29,1.8,0.03,11,951
5.271971592,0,8,False,ARTUR HALUCH,POLSKA,BRAMKARZ,ODRA OPOLE,0.405536276,21,1.9,0.03,11,948
2.038915094,0,8,False,ARTUR HALUCH,POLSKA,BRAMKARZ,ODRA OPOLE,0.156839623,21,1.9,0.03,11,948
7.888888889,0,7,False,KRYSTIAN WACHOWIAK,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,24,1.7,0.01,11,942
1.071895425,0,2,False,JAKUB BIEROŃSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,6,1.6,0,11,941
1.309163711,0,2,False,ADAM RATAJCZYK,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,4,1.8,0,11,937
3.744686539,0,6,False,MACIEJ FIRLEJ,POLSKA,NAPASTNIK,WARTA POZNAŃ,0.267477610,20,1.7,0.02,11,915
0,0,0,False,ADAM CHRZANOWSKI,POLSKA,OBROŃCA,WISŁA PŁOCK,0.297419925,0,1.7,0.01,11,906
0.627358491,9,5,False,KONRAD NOWAK,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,18,1.7,0,11,887
1.622145105,9,5,False,KONRAD NOWAK,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,18,1.7,0,11,887
6.456356102,0,3,False,MARKO ROGINIĆ,CHORWACJA,NAPASTNIK,GÓRNIK ŁĘCZNA,0.461168293,17,1.8,0.02,11,884
15.822741522,0,12,False,DAMIAN HILBRYCHT,POLSKA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,46,1.9,0.07,11,883
5.948398508,10,12,False,ŁUKASZ SEKULSKI,POLSKA,NAPASTNIK,WISŁA PŁOCK,0.297419925,42,2.2,0.35,11,878
0.535947712,0,5,False,DOMINIK POŁAP,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,7,1.7,0.01,11,877
7.378692688,0,8,False,PAWEŁ ŻYRA,POLSKA,POMOCNIK,GÓRNIK ŁĘCZNA,0.461168293,24,1.8,0.01,11,867
3.891808201,10,9,False,ŁUKASZ MONETA,POLSKA,POMOCNIK,RUCH CHORZÓW,0.555972600,26,1.8,0.01,11,864
5.056138732,0,8,False,FABIAN HISZPAŃSKI,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,25,1.8,0.01,11,862
0,0,0,False,PAWEŁ LEŻOŃ,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,0.8,0,11,859
3.244290211,0,5,False,PIOTR ŻEMŁO,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,13,1.7,0.01,11,852
1.254716981,0,5,False,PIOTR ŻEMŁO,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,13,1.7,0.01,11,852
3.524707894,10,8,False,SZYMON KOBUSIŃSKI,POLSKA,NAPASTNIK,POLONIA WARSZAWA,0.271131376,31,1.9,0.03,11,835
0.577159951,0,2,False,BARTOSZ BIDA,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,3,1.7,0.01,11,830
4.823529412,0,7,False,WIKTOR ŻYTEK,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,25,1.8,0.02,11,813
0,0,0,False,KRZYSZTOF JANUS,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,0,1.5,0,11,778
6.151985029,-10,6,False,JAKUB KIEŁB,POLSKA,OBROŃCA,WARTA POZNAŃ,0.267477610,19,1.8,0.03,11,754
0,0,0,False,KACPER SADŁOCHA,POLSKA,NAPASTNIK,STAL RZESZÓW,0.464052288,0,1.5,0.01,11,745
10.128585294,-40,3,False,OSKAR KRZYŻAK,POLSKA,OBROŃCA,POGOŃ SIEDLCE,0.230195120,7,1.5,0.01,11,738
3.722998005,20,7,False,MACIEJ WOLSKI,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,35,1.8,0.02,11,721
4.834097527,-10,3,False,PIOTR PYRDOŁ,POLSKA,POMOCNIK,POGOŃ SIEDLCE,0.230195120,14,1.6,0.01,11,717
11.917359374,-27,6,False,OSKAR KOPROWSKI,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,17,1.7,0.01,11,709
19.814585495,-27,6,False,OSKAR KOPROWSKI,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,17,1.7,0.01,11,709
0,0,0,False,MICHAŁ KOŁBA,POLSKA,BRAMKARZ,ŁKS ŁÓDŹ,0.430653286,0,1.2,0.01,11,705
0,0,0,False,MICHAŁ BRUDNICKI,POLSKA,BRAMKARZ,POLONIA WARSZAWA,0.271131376,0,1.4,0,11,704
0.292516267,0,3,False,DAWID ARNDT,POLSKA,BRAMKARZ,CHROBRY GŁOGÓW,0.146258133,5,1.8,0.01,11,703
1.755097600,0,6,False,KACPER TABIŚ,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,18,1.7,0,11,696
1.071895425,10,2,False,DANIEL RUMIN,POLSKA,NAPASTNIK,GKS TYCHY,0.267973856,16,1.8,0.02,11,695
5.677507869,9,12,False,ADRIAN ŁYSZCZARZ,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,35,1.9,0.04,11,692
2.195754717,9,12,False,ADRIAN ŁYSZCZARZ,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,35,1.9,0.04,11,692
3.462959704,0,2,False,DAMIAN TRONT,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,8,1.8,0,11,685
4.447780801,0,2,False,WOJCIECH ŁASKI,POLSKA,POMOCNIK,RUCH CHORZÓW,0.555972600,10,1.6,0,11,679
11.127891541,10,12,False,DAWID GOJNY,POLSKA,OBROŃCA,ARKA GDYNIA,0.654581855,39,1.8,0.17,11,668
0,0,2,False,JULIUSZ LETNIOWSKI,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,2,1.7,0,11,632
9.814857538,-10,7,False,MACIEJ GOSTOMSKI,POLSKA,BRAMKARZ,WISŁA PŁOCK,0.297419925,30,2,0.25,11,626
8.342983366,9,9,False,WIKTOR NOWAK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,34,1.7,0.03,11,615
5.017835526,9,9,False,WIKTOR NOWAK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,34,1.7,0.03,11,615
3.244290211,0,8,False,JAKUB BARTOSZ,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,16,1.7,0.01,11,589
1.254716981,0,8,False,JAKUB BARTOSZ,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,16,1.7,0.01,11,589
0.465374751,0,2,False,JAKUB WRÓBEL,POLSKA,NAPASTNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,3,1.7,0.01,11,568
9.905025570,0,6,False,MATEUSZ KUPCZAK,POLSKA,POMOCNIK,ŁKS ŁÓDŹ,0.430653286,29,2.1,0.02,11,554
0,0,0,False,VLASTIMIR JOVANOVIĆ,BOŚNIA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,1.2,0,11,553
2.632646400,-10,7,False,PRZEMYSŁAW SZAREK,POLSKA,OBROŃCA,CHROBRY GŁOGÓW,0.146258133,15,1.6,0,11,550
12.565118267,0,17,False,ARTEM PUTIWCEW,UKRAINA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,44,1.8,0.27,11,548
2.674776099,10,7,False,BARTOSZ SZELIGA,POLSKA,POMOCNIK,WARTA POZNAŃ,0.267477610,27,1.8,0.02,11,542
2.139820880,0,4,False,SZYMON PAWŁOWSKI,POLSKA,POMOCNIK,WARTA POZNAŃ,0.267477610,12,1.4,0,11,541
2.947712418,0,6,False,BARTOSZ ŚPIĄCZKA,POLSKA,NAPASTNIK,GKS TYCHY,0.267973856,17,1.8,0.06,11,539
2.778904533,-10,3,False,MIKOŁAJ LEBEDYŃSKI,POLSKA,NAPASTNIK,CHROBRY GŁOGÓW,0.146258133,12,1.8,0.03,11,524
1.755097600,0,9,False,SEBASTIAN BONECKI,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,21,1.7,0.01,11,521
3.528572769,0,5,False,JAKUB KOWALSKI,POLSKA,POMOCNIK,STAL STALOWA WOLA,0.207563104,22,1.3,0.01,11,517
3.528572769,0,7,False,DOMINIK JOŃCZY,POLSKA,OBROŃCA,STAL STALOWA WOLA,0.207563104,24,1.6,0.01,11,511
7.213138568,18,8,False,RADOSŁAW MAJEWSKI,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,49,2,0.24,11,509
11.993038589,18,8,False,RADOSŁAW MAJEWSKI,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,49,2,0.24,11,509
0,0,0,False,MIŁOSZ MLECZKO,POLSKA,BRAMKARZ,BRUK-BET TERMALICA NIECIECZA,0.465374751,0,1.7,0,11,494
8.657399261,0,3,False,KRZYSZTOF DRZAZGA,POLSKA,NAPASTNIK,MIEDŹ LEGNICA,0.577159951,18,1.7,0.01,11,492
1.316323200,0,5,False,MAVROUDÍS BOUGAḮDIS,GRECJA,OBROŃCA,CHROBRY GŁOGÓW,0.146258133,14,1.7,0.01,11,490
7.321105856,0,15,False,PIOTR GŁOWACKI,POLSKA,OBROŃCA,ŁKS ŁÓDŹ,0.430653286,32,1.9,0.02,11,468
13.620283019,-22,2,False,WIKTOR BIEDRZYCKI,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,2,1.8,0.04,11,465
3.452926805,-10,3,False,ERNEST DZIĘCIOŁ,POLSKA,OBROŃCA,POGOŃ SIEDLCE,0.230195120,8,1.4,0,11,460
3.751633987,10,8,False,RAFAŁ MAKOWSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,32,1.9,0.04,11,444
3.477208929,0,2,False,DAMIAN GĄSKA,POLSKA,POMOCNIK,WARTA POZNAŃ,0.267477610,15,1.7,0.02,11,418
0,0,0,False,MATEUSZ SPYCHAŁA,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,0,1.7,0,11,415
0,0,0,False,MATEUSZ SPYCHAŁA,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,0,1.7,0,11,415
0,0,1,False,PAWEŁ OLSZEWSKI,POLSKA,OBROŃCA,POLONIA WARSZAWA,0.271131376,1,1.7,0,11,412
6.496732026,10,6,False,KAMIL KOŚCIELNY,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,30,1.8,0.02,11,410
5.891236698,0,6,False,DAMIAN WĘGLARZ,POLSKA,BRAMKARZ,ARKA GDYNIA,0.654581855,15,1.9,0.01,11,406
